2000 Census Block,2000 Census Tract,Civil Court District,Congressional District,Fire Battalion,Fire Company Number,Fire Division,Health Area,Health Center District,Instructional Region,Sanitation Collection Scheduling Section and Subsection,State Senatorial District,Vacant Lot Flag,Assembly District,Election District,X Coordinate,Y Coordinate,Pseudo Address Flag,BBL,City Council District,School District (Confirmed),Building Classification Code,Complaint Type,Descriptor 1,Incident Address,Incident City,Borough,Incident Zip Code,Created Date,Police Precinct,Borough Command
4001,218,10,15,11,40,3,1900,11,,1A,30,N,70,5,997032,232442,N,1019237501,9,MANHATTAN District 3,R0,Noise - Residential,Loud Music/Party,257 WEST 117 STREET,NEW YORK,MANHATTAN,10026,10/9/10 0:00,Precinct 28,Manhattan North
4001,230,10,15,16,59,6,1000,11,,,30,,70,47,1000472,237474,,,9,MANHATTAN District 5,Un,Noise - Residential,Loud Music/Party,,NEW YORK,MANHATTAN,10030,10/9/10 0:00,Precinct 32,Manhattan North
4001,231.01,7,15,13,34,7,720,17,,3B,30,N,71,13,999368,240513,N,1020630007,7,MANHATTAN District 6,C1,Noise - Residential,Loud Music/Party,461 WEST 148 STREET,NEW YORK,MANHATTAN,10031,10/9/10 0:00,Precinct 30,Manhattan North
4001,245,2,16,19,43,7,1510,25,,1A,28,N,86,3,1007325,250083,N,2028790080,14,BRONX District 10,C1,Noise - Residential,Loud Music/Party,1834 PHELAN PLACE,BRONX,BRONX,10453,10/9/10 0:00,Precinct 46,Bronx
4001,245,7,15,13,84,7,500,17,,1A,31,N,71,41,1000518,244076,N,1021200015,10,MANHATTAN District 6,C0,Noise - Residential,Banging/Pounding,548 WEST 162 STREET,NEW YORK,MANHATTAN,10032,10/9/10 0:00,Precinct 33,Manhattan North
4001,25,2,16,14,60,6,4500,23,,1A,28,N,84,26,1005678,233697,N,2022810010,8,BRONX District 7,D7,Noise - Residential,Banging/Pounding,416 EAST 137 STREET,BRONX,BRONX,10454,10/9/10 0:00,Precinct 40,Bronx
4001,263,7,15,13,67,7,300,17,,2B,31,N,72,12,1001274,247849,N,1021420217,10,MANHATTAN District 6,D7,Noise - Residential,Loud Music/Party,700 WEST WEST 176 STREET,NEW YORK,MANHATTAN,10033,10/9/10 0:00,Precinct 33,Manhattan North
4001,267,2,10,57,235,11,2800,32,,3A,18,N,56,47,999458,188147,N,3018390023,36,BROOKLYN District 13,C0,Noise - Residential,Loud Talking,272 HANCOCK STREET,BROOKLYN,BROOKLYN,11216,10/9/10 0:00,Precinct 79,Brooklyn North
4001,269,2,7,46,289,14,1420,42,,,13,,39,35,1016463,211294,,,21,QUEENS District 24,Un,Noise - Residential,Loud Music/Party,,ELMHURST,QUEENS,11373,10/9/10 0:00,Precinct 110,Queens North
4001,291,7,15,13,95,7,120,17,,4A,31,N,72,53,1004762,254360,N,1022240007,10,MANHATTAN District 6,C1,Noise - Residential,Loud Music/Party,15 VERMILYEA AVENUE,NEW YORK,MANHATTAN,10034,10/9/10 0:00,Precinct 34,Manhattan North
4001,32,2,14,4,11,1,6600,14,,4B,25,N,74,21,988310,204323,N,1004350009,2,MANHATTAN District 1,S5,Noise - Commercial,Loud Music/Party,132 1 AVENUE,NEW YORK,MANHATTAN,10009,10/9/10 0:00,Precinct 9,Manhattan South
4001,359,4,11,38,123,15,5020,32,,3A,19,N,55,70,1005431,182187,N,3013990145,41,BROOKLYN District 17,C1,Noise - Residential,Loud Music/Party,1169 EAST NEW YORK AVENUE,BROOKLYN,BROOKLYN,11212,10/9/10 0:00,Precinct 77,Brooklyn North
4001,713.01,2,9,50,151,13,1940,46,,,16,,28,70,1026232,203946,,,29,QUEENS District 28,Un,Noise - Park,Loud Music/Party,,FOREST HILLS,QUEENS,11375,10/9/10 0:00,Precinct 112,Queens North
4001,882,4,11,58,174,15,5810,33,,1A,19,N,58,47,1004242,180344,N,3046100001,41,BROOKLYN District 18,D1,Noise - Residential,Loud Music/Party,950 RUTLAND ROAD,BROOKLYN,BROOKLYN,11212,10/9/10 0:00,Precinct 67,Brooklyn South
4002,105,1,13,22,79,8,300,51,,3D,23,N,61,45,952064,170091,N,5001780072,49,STATEN ISLAND District 31,A1,Noise - Residential,Loud Music/Party,47 SOUTH STREET,STATEN ISLAND,STATEN ISLAND,10310,10/9/10 0:00,Precinct 120,Staten Island
4002,1156,4,10,39,290,15,6100,33,,4D,19,N,40,9,1013390,182768,N,3037710041,42,BROOKLYN District 19,C1,Noise - Residential,Banging/Pounding,378 PENNSYLVANIA AVENUE,BROOKLYN,BROOKLYN,11207,10/9/10 0:00,Precinct 75,Brooklyn North
4002,158,3,6,50,270,13,3210,45,,3D,10,N,32,77,1034801,190510,N,4095650041,28,QUEENS District 28,C0,Noise - Residential,Loud Music/Party,127-28 103 ROAD,SOUTH RICHMOND HILL,QUEENS,11419,10/9/10 0:00,Precinct 106,Queens South
4002,220,5,8,40,247,8,6800,39,,2D,21,N,48,51,985192,171950,N,3056320046,39,BROOKLYN District 20,B1,Noise - Vehicle,Car/Truck Music,1066 48 STREET,BROOKLYN,BROOKLYN,11219,10/9/10 0:00,Precinct 66,Brooklyn South
4002,235,2,12,45,259,14,910,41,,3C,15,N,30,37,1006931,207585,N,4022970051,26,QUEENS District 24,B1,Noise - Residential,Loud Music/Party,50-30 48 STREET,WOODSIDE,QUEENS,11377,10/9/10 0:00,Precinct 108,Queens North
4002,235,2,12,45,259,14,910,41,,3C,15,N,30,37,1006931,207585,N,4022970051,26,QUEENS District 24,B1,Noise - Residential,Loud Talking,50-30 48 STREET,WOODSIDE,QUEENS,11377,10/9/10 0:00,Precinct 108,Queens North
4003,269,2,7,46,292,14,1420,42,,1C,13,N,39,32,1016174,211486,N,4014910014,25,QUEENS District 24,A1,Noise - Residential,Loud Music/Party,40-16 81 STREET,ELMHURST,QUEENS,11373,10/9/10 0:00,Precinct 110,Queens North
4003,373,2,16,18,38,7,1900,25,,2A,33,N,79,16,1014140,248518,N,2030690063,15,BRONX District 10,C1,Noise - Residential,Banging/Pounding,2070 ARTHUR AVENUE,BRONX,BRONX,10457,10/9/10 0:00,Precinct 48,Bronx
4003,713.01,2,9,50,151,13,1940,46,,1C,16,N,28,71,1025399,204180,N,4021340050,29,QUEENS District 28,D4,Noise - Residential,Loud Talking,102-25 67 ROAD,FOREST HILLS,QUEENS,11375,10/9/10 0:00,Precinct 112,Queens North
4004,567,3,12,51,286,13,2400,46,,4C,15,,38,55,1013690,193558,,,30,QUEENS District 24,Un,Noise - Residential,Loud Music/Party, 61 STREET,RIDGEWOOD,QUEENS,11385,10/9/10 0:00,Precinct 104,Queens North
4005,158,3,6,50,126,13,3210,45,,,10,,32,76,1034899,189259,,,28,QUEENS District 28,Un,Noise - Residential,Loud Music/Party,,SOUTH RICHMOND HILL,QUEENS,11419,10/9/10 0:00,Precinct 106,Queens South
4010,86,4,14,8,7,3,5000,13,,2B,26,N,74,100,991881,210778,N,1009687501,4,MANHATTAN District 2,R0,Noise - Commercial,Loud Music/Party,630 1 AVENUE,NEW YORK,MANHATTAN,10016,10/9/10 0:00,Precinct 17,Manhattan South
5000,181,1,10,31,210,11,1200,36,,4C,18,N,57,93,991414,189661,N,3021000076,35,BROOKLYN District 13,D1,Noise - Residential,Banging/Pounding,99 LAFAYETTE AVENUE,BROOKLYN,BROOKLYN,11217,10/9/10 0:00,Precinct 88,Brooklyn North
5000,205,2,16,19,59,7,2210,25,,1B,28,N,77,20,1005696,248412,N,2028770166,16,BRONX District 9,D3,Noise - Residential,Banging/Pounding,1590 UNDERCLIFF AVENUE,BRONX,BRONX,10453,10/9/10 0:00,Precinct 46,Bronx
5000,205,2,16,19,59,7,2210,25,,1B,28,N,77,20,1005833,248641,N,2028770250,16,BRONX District 9,D1,Noise - Residential,Loud Music/Party,1630 UNDERCLIFF AVENUE,BRONX,BRONX,10453,10/9/10 0:00,Precinct 46,Bronx
5000,220,10,15,11,40,3,1500,11,,1A,30,N,70,12,997780,233225,N,1019270017,9,MANHATTAN District 3,C4,Noise - Residential,Banging/Pounding,225 WEST 121 STREET,NEW YORK,MANHATTAN,10027,10/9/10 0:00,Precinct 28,Manhattan North
5000,225,2,16,17,44,6,2320,25,,3B,28,N,77,45,1008550,246223,N,2028210032,16,BRONX District 9,D7,Noise - Residential,Loud Music/Party,1560 GRAND CONCOURSE,BRONX,BRONX,10457,10/9/10 0:00,Precinct 44,Bronx
5000,245,2,16,19,75,7,1510,25,,1A,28,N,86,2,1007496,250789,N,2032280017,14,BRONX District 10,C2,Noise - Residential,Loud Music/Party,1908 OSBORNE PLACE,BRONX,BRONX,10453,10/9/10 0:00,Precinct 46,Bronx
5000,277,2,7,49,154,14,1012,42,,2E,13,N,34,42,1017839,212770,N,4014627501,21,QUEENS District 30,R0,Noise - Residential,Loud Music/Party,35-63 88 STREET,JACKSON HEIGHTS,QUEENS,11372,10/9/10 0:00,Precinct 115,Queens North
5000,375.03,2,16,18,38,7,1700,25,,2A,33,N,79,6,1013827,249097,N,2030620015,15,BRONX District 10,C7,Noise - Residential,Loud Music/Party,2105 MONTEREY AVENUE,BRONX,BRONX,10457,10/9/10 0:00,Precinct 48,Bronx
5001,183,2,12,49,325,14,910,41,,,12,,37,34,1006154,209385,,,26,QUEENS District 24,Un,Noise - Commercial,Loud Music/Party,,SUNNYSIDE,QUEENS,11104,10/9/10 0:00,Precinct 108,Queens North
5001,183,2,12,49,325,14,910,41,,,12,,37,34,1006154,209385,,,26,QUEENS District 24,Un,Noise - Street/Sidewalk,Loud Music/Party,,SUNNYSIDE,QUEENS,11104,10/9/10 0:00,Precinct 108,Queens North
5001,199,2,16,17,49,6,3310,22,,2A,28,N,77,8,1004864,244406,N,2025150009,16,BRONX District 9,C1,Noise - Residential,Loud Music/Party,1196 NELSON AVENUE,BRONX,BRONX,10452,10/9/10 0:00,Precinct 44,Bronx
5001,253,2,12,49,325,14,910,41,,2C,12,N,30,32,1008206,209828,N,4013200051,26,QUEENS District 30,V1,Noise - Residential,Loud Talking,51-23 QUEENS BOULEVARD,WOODSIDE,QUEENS,11377,10/9/10 0:00,Precinct 108,Queens North
5001,253,7,15,13,67,7,400,17,,2B,31,N,71,53,1000995,246820,N,1021420075,10,MANHATTAN District 6,C1,Noise - Residential,Loud Music/Party,630 WEST 172 STREET,NEW YORK,MANHATTAN,10032,10/9/10 0:00,Precinct 33,Manhattan North
5001,5,1,12,32,205,11,2300,38,,1A,25,N,52,117,985633,193216,N,3002360087,33,BROOKLYN District 13,C6,Noise - Residential,Loud Music/Party,155 HICKS STREET,BROOKLYN,BROOKLYN,11201,10/9/10 0:00,Precinct 84,Brooklyn North
5002,205,2,16,19,59,7,2210,25,,1B,28,N,77,14,1005357,247718,N,2028800047,16,BRONX District 9,D1,Noise - Residential,Loud Music/Party,1535 UNDERCLIFF AVENUE,BRONX,BRONX,10453,10/9/10 0:00,Precinct 46,Bronx
5002,231.01,7,15,16,23,6,720,17,,3B,30,,70,59,999201,239846,,,7,MANHATTAN District 6,Un,Noise - Street/Sidewalk,Loud Music/Party, CONVENT AVENUE,NEW YORK,MANHATTAN,10031,10/9/10 0:00,Precinct 30,Manhattan North
5002,361,1,16,18,45,7,2110,22,,2A,36,N,76,11,1017359,245830,N,2031300100,15,BRONX District 12,D4,Noise - Residential,Loud Music/Party,1010 EAST 178 STREET,BRONX,BRONX,10460,10/9/10 0:00,Precinct 48,Bronx
5002,385,2,16,18,48,7,1000,21,,1B,33,N,78,12,1013682,250952,N,2030380124,15,BRONX District 10,C0,Noise - Residential,Loud Music/Party,466 EAST 183 STREET,BRONX,BRONX,10458,10/9/10 0:00,Precinct 48,Bronx
5003,183,2,12,49,325,14,910,41,,3D,12,,37,34,1006297,209466,,,26,QUEENS District 24,Un,Noise - Vehicle,Car/Truck Music, GREENPOINT AVENUE,SUNNYSIDE,QUEENS,11104,10/9/10 0:00,Precinct 108,Queens North
5003,239,2,16,19,33,7,1600,25,,1A,33,N,86,36,1010654,251814,N,2031960086,14,BRONX District 10,D1,Noise - Residential,Banging/Pounding,5 BUCHANAN PLACE,BRONX,BRONX,10453,10/9/10 0:00,Precinct 46,Bronx
5003,600,8,9,43,169,8,8721,37,,3D,27,N,45,17,997490,152964,N,3074620053,48,BROOKLYN District 22,S2,Noise - Commercial,Loud Music/Party,1657 SHEEPSHEAD BAY ROAD,BROOKLYN,BROOKLYN,11235,10/9/10 0:00,Precinct 61,Brooklyn South
5003,65,2,8,6,9,1,5700,15,,2A,29,N,66,33,984056,205150,N,1005420046,3,MANHATTAN District 2,S2,Noise - Commercial,Banging/Pounding,109 MACDOUGAL STREET,NEW YORK,MANHATTAN,10012,10/9/10 0:00,Precinct 6,Manhattan South
5003,87,1,16,26,42,6,3700,23,,1B,32,N,85,61,1012987,238042,N,2027030001,17,BRONX District 8,D7,Noise - Residential,Loud Music/Party,909 KELLY STREET,BRONX,BRONX,10459,10/9/10 0:00,Precinct 41,Bronx
5010,998,5,6,47,264,13,3800,45,,2D,14,N,31,21,1051590,157295,N,4157730062,31,QUEENS District 27,B3,Noise - Residential,Loud Music/Party,401 BEACH 22 STREET,FAR ROCKAWAY,QUEENS,11691,10/9/10 0:00,Precinct 101,Queens South
6000,508,6,11,41,147,15,5320,35,,1B,20,N,42,82,994371,177631,N,3050530010,40,BROOKLYN District 17,C1,Noise - Residential,Loud Music/Party,148 PARKSIDE AVENUE,BROOKLYN,BROOKLYN,11226,10/9/10 0:00,Precinct 70,Brooklyn South
6001,225,7,15,16,80,6,900,17,,2A,31,N,70,75,996875,238877,N,1020870018,7,MANHATTAN District 6,C1,Noise - Street/Sidewalk,Loud Talking,625 WEST 138 STREET,NEW YORK,MANHATTAN,10031,10/9/10 0:00,Precinct 30,Manhattan North
6001,225,7,15,16,80,6,900,17,,2A,31,N,70,75,997053,239068,N,1020870041,7,MANHATTAN District 6,D7,Noise - Street/Sidewalk,Loud Music/Party,608 WEST 139 STREET,NEW YORK,MANHATTAN,10031,10/9/10 0:00,Precinct 30,Manhattan North
6001,253,7,15,13,67,7,400,17,,1B,31,N,71,51,1000817,246336,N,1021380147,10,MANHATTAN District 6,D7,Noise - Residential,Loud Music/Party,630 WEST 170 STREET,NEW YORK,MANHATTAN,10032,10/9/10 0:00,Precinct 33,Manhattan North
6001,713.01,2,9,50,151,13,1940,46,,1E,10,N,28,76,1026106,203336,N,4021380043,29,QUEENS District 28,D1,Noise - Residential,Loud Music/Party,104-21 68 DRIVE,FOREST HILLS,QUEENS,11375,10/9/10 0:00,Precinct 112,Queens North
6002,245,7,15,13,84,7,500,17,,1A,31,N,71,34,1000407,243245,N,1021170032,7,MANHATTAN District 6,C1,Noise - Residential,Loud Music/Party,504 WEST 159 STREET,NEW YORK,MANHATTAN,10032,10/9/10 0:00,Precinct 33,Manhattan North
6002,41,2,12,2,55,1,6800,15,,1F,25,N,64,39,985057,202079,N,1004810032,1,MANHATTAN District 2,C7,Noise - Commercial,Loud Music/Party,98 KENMARE STREET,NEW YORK,MANHATTAN,10012,10/9/10 0:00,Precinct 5,Manhattan South
7001,153,1,16,26,82,6,2700,22,,1A,36,N,79,36,1012872,242599,N,2029630006,16,BRONX District 12,C1,Noise - Street/Sidewalk,Loud Talking,1412 PROSPECT AVENUE,BRONX,BRONX,10459,10/9/10 0:00,Precinct 42,Bronx
8000,151,1,16,26,19,6,2700,22,,,36,,79,36,1012946,242977,,,16,BRONX District 12,Un,Noise - Street/Sidewalk,Loud Talking,,BRONX,BRONX,10456,10/9/10 0:00,Precinct 42,Bronx
9001,53.02,2,16,19,75,7,2210,25,,1A,33,,86,8,1007186,251585,,,14,BRONX District 10,Un,Noise - Residential,Loud Music/Party,1991 CEDAR AVENUE,BRONX,BRONX,10453,10/9/10 0:00,Precinct 46,Bronx
1000,1024,4,10,58,170,15,7520,33,,3E,19,N,59,7,1014454,170246,N,3082990012,46,BROOKLYN District 18,A9,Noise - Residential,Loud Music/Party,1627 EAST 96 STREET,BROOKLYN,BROOKLYN,11236,10/10/10 0:00,Precinct 69,Brooklyn South
1000,104,9,14,9,23,3,4800,13,,2B,26,N,75,102,990798,216999,N,1012710015,4,MANHATTAN District 2,C7,Noise - Commercial,Loud Music/Party,43 WEST 55 STREET,NEW YORK,MANHATTAN,10019,10/10/10 0:00,Precinct 18,Manhattan South
1000,1110,7,10,39,225,15,6420,33,,4E,19,N,40,77,1016674,180407,N,3043550001,42,BROOKLYN District 19,D3,Noise - Residential,Banging/Pounding,2156 LINDEN BOULEVARD,BROOKLYN,BROOKLYN,11207,10/10/10 0:00,Precinct 75,Brooklyn North
1000,1123,6,5,53,306,14,2110,43,,2C,11,,26,57,1047930,219370,,,19,QUEENS District 26,Un,Noise - Residential,Loud Music/Party,214-85 36 AVENUE,BAYSIDE,QUEENS,11361,10/10/10 0:00,Precinct 111,Queens North
1000,1191,6,5,52,274,14,1320,43,,4D,11,N,25,14,1038472,215605,N,4054190065,20,QUEENS District 25,S2,Noise - Residential,Loud Music/Party,43-66 162 STREET,FLUSHING,QUEENS,11358,10/10/10 0:00,Precinct 109,Queens North
1000,122,4,6,51,294,13,2600,45,,4D,10,N,25,65,1031204,194175,N,4093280028,29,QUEENS District 27,K9,Noise - Commercial,Loud Music/Party,87-50 LEFFERTS BOULEVARD,RICHMOND HILL,QUEENS,11418,10/10/10 0:00,Precinct 102,Queens South
1000,122,5,12,40,114,8,7700,31,,4D,23,N,51,67,979698,171968,N,3057830001,38,BROOKLYN District 20,C7,Noise - Residential,Loud Music/Party,503 61 STREET,BROOKLYN,BROOKLYN,11220,10/10/10 0:00,Precinct 72,Brooklyn South
1000,124,6,14,10,44,3,4300,13,,,26,,65,29,996704,219491,,,5,MANHATTAN District 2,Un,Noise - Commercial,Loud Music/Party,,NEW YORK,MANHATTAN,10021,10/10/10 0:00,Precinct 19,Manhattan North
1000,133.01,1,13,22,79,8,300,51,,3D,23,N,61,51,951216,171285,N,5001960001,49,STATEN ISLAND District 31,D3,Noise - Residential,Loud Music/Party,806 HENDERSON AVENUE,STATEN ISLAND,STATEN ISLAND,10310,10/10/10 0:00,Precinct 120,Staten Island
1000,133.01,1,13,22,79,8,300,51,,3D,23,N,61,51,951216,171285,N,5001960001,49,STATEN ISLAND District 31,D3,Noise - Residential,Loud Talking,806 HENDERSON AVENUE,STATEN ISLAND,STATEN ISLAND,10310,10/10/10 0:00,Precinct 120,Staten Island
1000,139,3,14,9,40,3,4600,15,,3A,29,N,75,109,988820,218712,N,1010480026,6,MANHATTAN District 2,D6,Noise - Commercial,Loud Music/Party,311 WEST 57 STREET,NEW YORK,MANHATTAN,10019,10/10/10 0:00,Precinct 18,Manhattan South
1000,146.01,6,14,10,13,3,3700,13,,4B,26,N,65,72,997544,222546,N,1015480052,5,MANHATTAN District 2,S5,Noise - Commercial,Loud Music/Party,1648 2 AVENUE,NEW YORK,MANHATTAN,10028,10/10/10 0:00,Precinct 19,Manhattan North
1000,147,2,16,26,19,6,2600,22,,1B,36,N,79,41,1011460,243484,N,2029260023,16,BRONX District 9,C1,Noise - Residential,Loud Music/Party,1413 FULTON AVENUE,BRONX,BRONX,10456,10/10/10 0:00,Precinct 42,Bronx
1000,152,6,14,10,43,3,3300,12,,,28,,73,115,999558,224640,,,4,MANHATTAN District 2,Un,Noise - Commercial,Banging/Pounding,,NEW YORK,MANHATTAN,10128,10/10/10 0:00,Unspecified,Unspecified
1000,155,1,14,45,116,14,520,41,,5D,12,N,30,52,1007721,216342,N,4006920043,22,QUEENS District 30,K2,Noise - Commercial,Loud Music/Party,42-18 31 AVENUE,ASTORIA,QUEENS,11103,10/10/10 0:00,Precinct 114,Queens North
1000,164,6,15,10,43,3,2600,12,,1B,28,N,68,22,1000097,226750,N,1016750046,8,MANHATTAN District 4,C4,Noise - Commercial,Loud Music/Party,316 EAST 104 STREET,NEW YORK,MANHATTAN,10029,10/10/10 0:00,Precinct 23,Manhattan North
1000,164,6,15,10,43,3,2600,12,,1B,28,N,68,22,1000097,226750,N,1016750046,8,MANHATTAN District 4,C4,Noise - Residential,Loud Music/Party,316 EAST 104 STREET,NEW YORK,MANHATTAN,10029,10/10/10 0:00,Precinct 23,Manhattan North
1000,168,6,15,10,53,3,2810,12,,1A,28,N,68,28,998382,228326,N,1016100023,8,MANHATTAN District 4,D9,Noise - Residential,Loud Music/Party,50 EAST 106 STREET,NEW YORK,MANHATTAN,10029,10/10/10 0:00,Precinct 23,Manhattan North
1000,168,6,15,10,53,3,2810,12,,1A,28,N,68,28,998423,228303,N,1016100023,8,MANHATTAN District 4,D9,Noise - Residential,Loud Music/Party,60 EAST 106 STREET,NEW YORK,MANHATTAN,10029,10/10/10 0:00,Precinct 23,Manhattan North
1000,170,6,15,12,91,3,2600,12,,1B,28,N,68,43,1000769,227921,N,1016800043,8,MANHATTAN District 4,C7,Noise - Commercial,Loud Talking,320 EAST 109 STREET,NEW YORK,MANHATTAN,10029,10/10/10 0:00,Precinct 23,Manhattan North
1000,175,5,15,11,22,3,3120,16,,3B,31,N,69,7,991630,227213,N,1012370033,6,MANHATTAN District 3,D6,Noise - Residential,Loud Music/Party,200 WEST 90 STREET,NEW YORK,MANHATTAN,10024,10/10/10 0:00,Precinct 24,Manhattan North
1000,175,5,15,11,22,3,3120,16,,,31,,69,7,991167,227173,,,6,MANHATTAN District 3,Un,Noise - Residential,Loud Music/Party,,NEW YORK,MANHATTAN,10024,10/10/10 0:00,Precinct 24,Manhattan North
1000,180,8,15,12,26,3,2100,12,,2B,28,N,68,49,1001179,228615,N,1016840001,8,MANHATTAN District 4,D3,Noise - Residential,Banging/Pounding,325 EAST 112 STREET,NEW YORK,MANHATTAN,10029,10/10/10 0:00,Precinct 23,Manhattan North
1000,183,1,10,31,210,11,1200,36,,4D,18,N,50,5,992629,191701,N,3020750032,35,BROOKLYN District 13,S9,Noise - Residential,Loud Music/Party,152 VANDERBILT AVENUE,BROOKLYN,BROOKLYN,11205,10/10/10 0:00,Precinct 88,Brooklyn North
1000,185,2,12,45,259,14,800,41,,3D,12,N,37,36,1006373,209074,N,4001700001,26,QUEENS District 24,D4,Noise - Residential,Loud Music/Party,47-37 45 STREET,WOODSIDE,QUEENS,11377,10/10/10 0:00,Precinct 108,Queens North
1000,195,3,10,31,210,11,1200,36,,4E,18,N,50,9,993517,191888,N,3019040026,35,BROOKLYN District 13,S2,Noise - Commercial,Loud Music/Party,468 MYRTLE AVENUE,BROOKLYN,BROOKLYN,11205,10/10/10 0:00,Precinct 88,Brooklyn North
1000,200,10,15,12,14,3,1500,11,,1B,30,N,70,17,1000006,233211,N,1017230023,9,MANHATTAN District 5,D7,Noise - Commercial,Loud Music/Party,17 WEST 125 STREET,NEW YORK,MANHATTAN,10027,10/10/10 0:00,Precinct 28,Manhattan North
1000,201.02,7,15,11,40,3,8520,11,,1A,30,N,70,1,996689,232924,N,1019440043,9,MANHATTAN District 3,G1,Noise - Commercial,Loud Music/Party,316 WEST 118 STREET,NEW YORK,MANHATTAN,10026,10/10/10 0:00,Precinct 28,Manhattan North
1000,212,10,15,16,59,6,1300,11,,4B,30,N,70,42,1001055,236660,N,1017360001,9,MANHATTAN District 5,D5,Noise - Residential,Loud Music/Party,560 MALCOLM X BOULEVARD,NEW YORK,MANHATTAN,10037,10/10/10 0:00,Precinct 32,Manhattan North
1000,213.01,7,15,11,37,3,1100,16,,2B,30,N,70,88,997248,236013,N,1019690025,7,MANHATTAN District 5,D4,Noise - Residential,Banging/Pounding,41 CONVENT AVENUE,NEW YORK,MANHATTAN,10027,10/10/10 0:00,Precinct 26,Manhattan North
1000,213.01,7,15,11,37,3,1100,16,,2B,30,N,70,88,997557,235781,N,1019690034,7,MANHATTAN District 5,D1,Noise - Street/Sidewalk,Loud Music/Party,409 WEST 129 STREET,NEW YORK,MANHATTAN,10027,10/10/10 0:00,Precinct 26,Manhattan North
1000,213.01,7,15,11,37,3,1100,16,,2B,30,N,70,88,997557,235781,N,1019690034,7,MANHATTAN District 5,D1,Noise - Vehicle,Car/Truck Music,409 WEST 129 STREET,NEW YORK,MANHATTAN,10027,10/10/10 0:00,Precinct 26,Manhattan North
1000,213.01,7,15,11,37,3,1100,16,,2B,30,N,70,88,997569,236063,N,1019690055,7,MANHATTAN District 5,D1,Noise - Residential,Loud Music/Party,418 WEST 130 STREET,NEW YORK,MANHATTAN,10027,10/10/10 0:00,Precinct 26,Manhattan North
1000,213.01,7,15,11,37,3,1100,16,,2B,30,N,70,88,997677,236004,N,1019690050,7,MANHATTAN District 5,D1,Noise - Street/Sidewalk,Loud Music/Party,408 WEST 130 STREET,NEW YORK,MANHATTAN,10027,10/10/10 0:00,Precinct 26,Manhattan North
1000,213.01,7,15,11,37,3,1100,16,,,30,,70,88,997852,235911,,,7,MANHATTAN District 5,Un,Noise - Vehicle,Car/Truck Music,,NEW YORK,MANHATTAN,10027,10/10/10 0:00,Precinct 26,Manhattan North
1000,219,2,11,38,280,15,2900,32,,2A,20,N,57,30,997285,184442,N,3012390025,36,BROOKLYN District 17,S3,Noise - Residential,Loud Music/Party,110 ROGERS AVENUE,BROOKLYN,BROOKLYN,11216,10/10/10 0:00,Precinct 77,Brooklyn North
1000,22.02,2,12,4,28,1,7600,14,,3A,25,N,74,10,989849,202077,N,1003720024,2,MANHATTAN District 1,C4,Noise - Residential,Loud Music/Party,302 EAST 3 STREET,NEW YORK,MANHATTAN,10009,10/10/10 0:00,Precinct 9,Manhattan South
1000,223.02,7,15,16,80,6,900,17,,2A,30,N,70,94,996625,237964,N,1020019005,7,MANHATTAN District 5,D3,Noise - Residential,Loud Music/Party,3333C BROADWAY,NEW YORK,MANHATTAN,10031,10/10/10 0:00,Precinct 30,Manhattan North
1000,232,10,15,16,59,6,800,11,,4B,30,N,70,52,1001591,238365,N,1020140018,9,MANHATTAN District 5,C1,Noise - Residential,Loud Music/Party,137 WEST 145 STREET,NEW YORK,MANHATTAN,10039,10/10/10 0:00,Precinct 32,Manhattan North
1000,235.01,2,16,19,33,7,1600,25,,2A,33,N,86,31,1010951,250506,N,2031610010,14,BRONX District 10,D1,Noise - Residential,Loud Music/Party,2100 CRESTON AVENUE,BRONX,BRONX,10453,10/10/10 0:00,Precinct 46,Bronx
1000,235.01,2,16,19,33,7,1600,25,,2A,33,N,86,31,1011316,250513,N,2031610018,14,BRONX District 10,D7,Noise - Residential,Banging/Pounding,2121 GRAND CONCOURSE,BRONX,BRONX,10453,10/10/10 0:00,Precinct 46,Bronx
1000,236,4,6,50,315,13,2720,45,,2E,14,N,25,58,1037922,197100,N,4097060038,24,QUEENS District 28,A1,Noise - Residential,Loud Music/Party,150-76 87 ROAD,JAMAICA,QUEENS,11432,10/10/10 0:00,Precinct 107,Queens South
1000,241,3,10,57,102,11,1410,36,,1A,17,,56,111,997212,192159,,,35,BROOKLYN District 13,Un,Noise - Residential,Loud Music/Party, SANFORD STREET,BROOKLYN,BROOKLYN,11205,10/10/10 0:00,Precinct 79,Brooklyn North
1000,253,2,16,19,33,7,1520,25,,1B,33,N,86,43,1011021,253125,N,2031990053,14,BRONX District 10,D1,Noise - Residential,Loud Music/Party,2386 DAVIDSON AVENUE,BRONX,BRONX,10468,10/10/10 0:00,Precinct 52,Bronx
1000,255,3,10,57,230,11,1410,36,,1A,18,N,56,102,998116,194034,N,3017190001,36,BROOKLYN District 14,D6,Noise - Residential,Loud Music/Party,462 MARCY AVENUE,BROOKLYN,BROOKLYN,11206,10/10/10 0:00,Precinct 79,Brooklyn North
1000,263,2,10,57,102,11,2000,32,,3B,18,N,56,83,1000223,190765,N,3017910049,36,BROOKLYN District 16,S2,Noise - House of Worship,Loud Music/Party,408 THROOP AVENUE,BROOKLYN,BROOKLYN,11221,10/10/10 0:00,Precinct 79,Brooklyn North
